id,name_ko,sector,ko_sum,ko_med
hankook-tire,한국타이어,자동차·모빌리티,6313,6180
steam,스팀,인터넷·플랫폼·게임,9120,6000
haitai,해태제과,식음료,6759,5958
outback,아웃백,외식,6345,5958
gs25,GS25,유통·이커머스,5997,5826
chanel,샤넬,패션·럭셔리,6304,5466
megabox,메가박스,통신·미디어·엔터,7316,5352
johnnie-walker,조니워커,식음료,5432,5280
dominos,도미노피자,외식,6026,5118
yakult,야쿠르트,식음료,5699,5112
orion,오리온,식음료,5091,5028
netmarble,넷마블,인터넷·플랫폼·게임,5496,5010
kurly,컬리,유통·이커머스,13602,4986
subway,서브웨이,외식,4926,4764
hollys,할리스,외식,4698,4686
11st,11번가,유통·이커머스,5872,4686
mlb-fnf,MLB,패션·럭셔리,14627,4577
dongsuh-foods,동서식품,식음료,5460,4542
ridi,리디,인터넷·플랫폼·게임,4159,4302
crocs,크록스,패션·럭셔리,5171,4152
adidas,아디다스,스포츠·아웃도어,3974,3990
ford,포드,자동차·모빌리티,3895,3966
spam,스팸,식음료,4981,3942
mega-coffee,메가커피,외식,9515,3912
hanssem,한샘,생활·가구·완구,3803,3876
compose-coffee,컴포즈커피,외식,4075,3870
maeil-dairies,매일유업,식음료,4448,3858
fila,휠라,스포츠·아웃도어,3783,3852
hyundai-department-store,현대백화점,유통·이커머스,3930,3852
yeogi-eottae,여기어때,여행·항공·호텔,4555,3834
pulmuone,풀무원,식음료,3783,3624
walmart,월마트,유통·이커머스,4413,3624
lotte-card,롯데카드,금융,6128,3480
ediya,이디야커피,외식,4616,3456
ferrari,페라리,자동차·모빌리티,4002,3432
pfizer,화이자,제약·헬스케어,4639,3246
hp,HP,전자·IT,3757,3210
canon,캐논,전자·IT,3618,3204
universal-studios,유니버설 스튜디오,여행·항공·호텔,3357,3150
namyang-dairy,남양유업,식음료,3210,2946
pocky,포키,식음료,3551,2922
jeonggwanjang,정관장,식음료,3023,2850
jeju-samdasoo,제주삼다수,식음료,2772,2802
gucci,구찌,패션·럭셔리,3356,2790
oreo,오레오,식음료,2773,2778
socar,쏘카,자동차·모빌리티,3046,2748
dyson,다이슨,전자·IT,2656,2628
krispy-kreme,크리스피크림,외식,2611,2610
monami,모나미,생활·가구·완구,3071,2574
visa,비자,금융,2625,2508
paris-baguette,파리바게뜨,외식,9609,2469
warner-bros,워너브라더스,통신·미디어·엔터,3744,2454
bbq,BBQ,외식,2509,2436
harley-davidson,할리데이비슨,자동차·모빌리티,3137,2406
prada,프라다,패션·럭셔리,2521,2388
barbie,바비,생활·가구·완구,2761,2334
ace-bed,에이스침대,생활·가구·완구,2259,2316
rolex,롤렉스,시계·주얼리,2474,2262
calvin-klein,캘빈클라인,패션·럭셔리,2303,2232
marriott,메리어트,여행·항공·호텔,2188,2178
adobe,어도비,전자·IT,2140,2166
sony,소니,전자·IT,2322,2118
cuckoo,쿠쿠,전자·IT,2408,2064
ugg,어그,패션·럭셔리,4253,2064
samsonite,쌤소나이트,패션·럭셔리,2144,2028
mastercard,마스터카드,금융,2068,1998
locknlock,락앤락,생활·가구·완구,1959,1944
mac-cosmetics,맥,뷰티·퍼스널케어,1825,1896
ray-ban,레이밴,패션·럭셔리,2321,1896
legoland,레고랜드,여행·항공·호텔,2048,1860
casio,카시오,시계·주얼리,2132,1806
the-body-shop,더바디샵,뷰티·퍼스널케어,1710,1746
stanley,스탠리,생활·가구·완구,1737,1578
puma,푸마,스포츠·아웃도어,1618,1548
nikon,니콘,전자·IT,1531,1518
hilton,힐튼,여행·항공·호텔,1993,1512
burberry,버버리,패션·럭셔리,1511,1500
levis,리바이스,패션·럭셔리,1546,1440
moncler,몽클레르,패션·럭셔리,1798,1440
kyochon,교촌치킨,외식,1412,1374
sulbing,설빙,외식,4821,1373
moderna,모더나,제약·헬스케어,2010,1350
booking-com,부킹닷컴,여행·항공·호텔,1317,1344
byc,BYC,패션·럭셔리,1310,1314
black-yak,블랙야크,스포츠·아웃도어,1379,1266
pantene,팬틴,뷰티·퍼스널케어,1373,1230
3ce,쓰리씨이,뷰티·퍼스널케어,1259,1152
yanolja,야놀자,여행·항공·호텔,1417,1152
kleenex,크리넥스,뷰티·퍼스널케어,1107,1146
dr-martens,닥터마틴,패션·럭셔리,1124,1068
paik-dabang,빽다방,외식,1201,1038
dell,델,전자·IT,3542,1013
dolce-gabbana,돌체앤가바나,패션·럭셔리,996,954
hwalmyungsu,까스활명수,제약·헬스케어,2801,892
columbia,컬럼비아,스포츠·아웃도어,1065,816
nivea,니베아,뷰티·퍼스널케어,735,738
canada-goose,캐나다구스,스포츠·아웃도어,444,378
bonjuk,본죽,외식,403,330
goobne,굽네치킨,외식,1080,313
ralph-lauren,랄프 로렌,패션·럭셔리,975,289
tokyo-disney-resort,도쿄 디즈니 리조트,여행·항공·호텔,242,246
