id,name_ko,sector,ko_sum,ko_med
binggrae,빙그레,식음료,8698,7794
cu,CU,유통·이커머스,9520,7698
volkswagen,폭스바겐,자동차·모빌리티,7698,7608
coca-cola,코카콜라,식음료,7272,7518
ottogi,오뚜기,식음료,7459,7506
zara,자라,패션·럭셔리,7395,7500
lenovo,레노버,전자·IT,8532,7476
montbell,몽벨,스포츠·아웃도어,8832,7446
qatar-airways,카타르항공,여행·항공·호텔,7434,7446
descente,데상트,스포츠·아웃도어,7525,7386
lego,레고,생활·가구·완구,7533,7344
heineken,하이네켄,식음료,7349,7296
muji,무인양품,유통·이커머스,8935,7242
kb-kookmin-bank,KB국민은행,금융,7331,7182
louis-vuitton,루이비통,패션·럭셔리,7389,6954
shinhan-bank,신한은행,금융,6970,6912
raspberry-pi,라즈베리 파이,전자·IT,7659,6870
snickers,스니커즈,식음료,6735,6792
marithe-francois-girbaud,마리떼 프랑소와 저버,패션·럭셔리,6501,6756
red-bull,레드불,식음료,6681,6534
lacoste,라코스테,패션·럭셔리,6710,6492
toyota,토요타,자동차·모빌리티,6975,6480
uber,우버,자동차·모빌리티,6453,6438
jpmorgan-chase,JP모건체이스,금융,6174,6378
nh-nonghyup-bank,NH농협은행,금융,6783,6366
heytea,헤이티,외식,6240,6306
imax,아이맥스,통신·미디어·엔터,23310,6300
hanmi,한미약품,제약·헬스케어,6058,6198
hankook-tire,한국타이어,자동차·모빌리티,6313,6180
bottega-veneta,보테가 베네타,패션·럭셔리,5809,6000
haitai,해태제과,식음료,6759,5958
outback,아웃백,외식,6345,5958
new-balance,뉴발란스,스포츠·아웃도어,6651,5832
gs25,GS25,유통·이커머스,5997,5826
celltrion,셀트리온,제약·헬스케어,8655,5778
axa,악사,금융,5981,5580
huawei,화웨이,전자·IT,5783,5502
nepa,네파,스포츠·아웃도어,6169,5490
chanel,샤넬,패션·럭셔리,6304,5466
dji,DJI,전자·IT,5331,5394
megabox,메가박스,통신·미디어·엔터,7316,5352
marina-bay-sands,마리나 베이 샌즈,여행·항공·호텔,5387,5334
dr-pepper,닥터페퍼,식음료,5768,5292
ebay,이베이,유통·이커머스,5643,5292
johnnie-walker,조니워커,식음료,5432,5280
bugatti,부가티,자동차·모빌리티,7369,5154
hazzys,헤지스,패션·럭셔리,5084,5124
dominos,도미노피자,외식,6026,5118
unionpay,유니온페이,금융,6339,5112
yakult,야쿠르트,식음료,5699,5112
london-bagel-museum,런던베이글뮤지엄,외식,5382,5112
barrel,배럴,스포츠·아웃도어,16406,5106
orion,오리온,식음료,5091,5028
