id,name_ko,sector,ko_sum,ko_med
sony-music,소니뮤직,통신·미디어·엔터,3372,3198
shueisha,슈에이샤,통신·미디어·엔터,3719,3786
in-n-out,인앤아웃,외식,3367,2946
att,AT&T,통신·미디어·엔터,2223,2082
singapore-airlines,싱가포르항공,여행·항공·호텔,2764,2328
hankook-tire,한국타이어,자동차·모빌리티,6313,6180
visa,비자,금융,2625,2508
airasia,에어아시아,여행·항공·호텔,4246,2952
coinbase,코인베이스,금융,4207,3432
klm,KLM,여행·항공·호텔,2128,2094
bank-of-america,뱅크오브아메리카,금융,2293,2100
air-france,에어프랑스,여행·항공·호텔,2301,2142
kweichow-moutai,마오타이,식음료,9345,9150
razer,레이저,전자·IT,4433,4296
wendys,웬디스,외식,2735,2670
kakao-friends,카카오프렌즈,생활·가구·완구,22517,20892
msd,MSD,제약·헬스케어,3417,3348
prada,프라다,패션·럭셔리,2521,2388
prada-group,프라다 그룹,패션·럭셔리,2521,2388
hitejinro,하이트진로,식음료,13987,10236
virgin-atlantic,버진애틀랜틱,여행·항공·호텔,2914,2370
harley-davidson,할리데이비슨,자동차·모빌리티,3137,2406
gsk,GSK,제약·헬스케어,2954,2892
bnp-paribas,BNP파리바,금융,2933,2862
british-airways,영국항공,여행·항공·호텔,1801,1680
mixue,미쉐,외식,4160,3420
gentle-monster,젠틀몬스터,패션·럭셔리,10004,9108
vietnam-airlines,베트남항공,여행·항공·호텔,2613,2592
ab-inbev,AB인베브,식음료,3430,2928
skyscanner,스카이스캐너,여행·항공·호텔,14296,5040
hp,HP,전자·IT,3757,3210
carrefour,까르푸,유통·이커머스,3377,2760
cadillac,캐딜락,자동차·모빌리티,2018,1872
ryanair,라이언에어,여행·항공·호텔,2081,1548
unionpay,유니온페이,금융,6339,5112
motorola,모토로라,전자·IT,3142,2880
starlink,스타링크,통신·미디어·엔터,13293,11094
emart,이마트,유통·이커머스,11415,9672
aston-martin,애스턴마틴,자동차·모빌리티,1628,1704
home-depot,홈디포,유통·이커머스,3076,2292
victorias-secret,빅토리아 시크릿,패션·럭셔리,2320,2016
adobe,어도비,전자·IT,2140,2166
tata-motors,타타모터스,자동차·모빌리티,1745,1710
toei-animation,도에이 애니메이션,통신·미디어·엔터,3161,2400
spc-group,SPC그룹,외식,13688,13206
mastercard,마스터카드,금융,2068,1998
luckin-coffee,루이싱커피,외식,4142,4104
hello-kitty,헬로키티,생활·가구·완구,11125,11274
peach-aviation,피치항공,여행·항공·호텔,4802,4938
marriott,메리어트,여행·항공·호텔,2188,2178
rivian,리비안,자동차·모빌리티,2622,2412
lg-uplus,LG유플러스,통신·미디어·엔터,8476,8148
southwest-airlines,사우스웨스트항공,여행·항공·호텔,1657,1728
under-armour,언더아머,스포츠·아웃도어,2804,2514
skechers,스케쳐스,패션·럭셔리,3490,3276
arcteryx,아크테릭스,스포츠·아웃도어,5793,3354
sungsimdang,성심당,외식,19842,19494
jim-beam,짐빔,식음료,4330,3756
puma,푸마,스포츠·아웃도어,1618,1548
four-seasons,포시즌스,여행·항공·호텔,3061,2718
paypal,페이팔,금융,12749,9894
etsy,엣시,유통·이커머스,2924,2784
alipay,알리페이,금융,4353,3366
papa-johns,파파존스,외식,2855,2772
yakult,야쿠르트,식음료,5699,5112
chick-fil-a,칙필레,외식,1965,1824
rakuten,라쿠텐,유통·이커머스,3048,2220
vanguard,뱅가드,금융,3375,3396
samyang-foods,삼양식품,식음료,7739,6798
citi,씨티,금융,2380,1866
wells-fargo,웰스파고,금융,1766,1656
bbc,BBC,통신·미디어·엔터,1245,606
dyson,다이슨,전자·IT,2656,2628
logitech,로지텍,전자·IT,2933,2238
krispy-kreme,크리스피크림,외식,2611,2610
le-coq-sportif,르꼬끄 스포르티브,스포츠·아웃도어,3848,3642
five-guys,파이브가이즈,외식,3278,2430
casio,카시오,시계·주얼리,2132,1806
jd-com,징둥닷컴,유통·이커머스,2786,2802
tesco,테스코,유통·이커머스,1548,1554
kb-kookmin-bank,KB국민은행,금융,7331,7182
twosome-place,투썸플레이스,외식,21641,16464
the-north-face,노스페이스,스포츠·아웃도어,15949,13482
hana-bank,하나은행,금융,10388,9324
shinhan-bank,신한은행,금융,6970,6912
