id,name_ko,sector,ko_sum,ko_med
chanel,샤넬,패션·럭셔리,6304,5466
megabox,메가박스,통신·미디어·엔터,7316,5352
johnnie-walker,조니워커,식음료,5432,5280
dominos,도미노피자,외식,6026,5118
yakult,야쿠르트,식음료,5699,5112
orion,오리온,식음료,5091,5028
kurly,컬리,유통·이커머스,13602,4986
subway,서브웨이,외식,4926,4764
urusa,우루사,제약·헬스케어,5535,4698
hollys,할리스,외식,4698,4686
11st,11번가,유통·이커머스,5872,4686
mlb-fnf,MLB,패션·럭셔리,14627,4577
dongsuh-foods,동서식품,식음료,5460,4542
vaseline,바세린,뷰티·퍼스널케어,4637,4476
crocs,크록스,패션·럭셔리,5171,4152
adidas,아디다스,스포츠·아웃도어,3974,3990
ford,포드,자동차·모빌리티,3895,3966
spam,스팸,식음료,4981,3942
mega-coffee,메가커피,외식,9515,3912
hanssem,한샘,생활·가구·완구,3803,3876
compose-coffee,컴포즈커피,외식,4075,3870
maeil-dairies,매일유업,식음료,4448,3858
fila,휠라,스포츠·아웃도어,3783,3852
hyundai-department-store,현대백화점,유통·이커머스,3930,3852
yeogi-eottae,여기어때,여행·항공·호텔,4555,3834
walmart,월마트,유통·이커머스,4413,3624
lotte-card,롯데카드,금융,6128,3480
ediya,이디야커피,외식,4616,3456
ferrari,페라리,자동차·모빌리티,4002,3432
coway,코웨이,전자·IT,4076,3390
pfizer,화이자,제약·헬스케어,4639,3246
hp,HP,전자·IT,3757,3210
canon,캐논,전자·IT,3618,3204
universal-studios,유니버설 스튜디오,여행·항공·호텔,3357,3150
swarovski,스와로브스키,시계·주얼리,3995,2940
gucci,구찌,패션·럭셔리,3356,2790
socar,쏘카,자동차·모빌리티,3046,2748
canva,캔바,전자·IT,94614,101460
dyson,다이슨,전자·IT,2656,2628
krispy-kreme,크리스피크림,외식,2611,2610
monami,모나미,생활·가구·완구,3071,2574
lush,러쉬,뷰티·퍼스널케어,3000,2520
visa,비자,금융,2625,2508
paris-baguette,파리바게뜨,외식,9609,2469
warner-bros,워너브라더스,통신·미디어·엔터,3744,2454
harley-davidson,할리데이비슨,자동차·모빌리티,3137,2406
prada,프라다,패션·럭셔리,2521,2388
barbie,바비,생활·가구·완구,2761,2334
ace-bed,에이스침대,생활·가구·완구,2259,2316
rolex,롤렉스,시계·주얼리,2474,2262
calvin-klein,캘빈클라인,패션·럭셔리,2303,2232
