id,name_ko,name_en,category
crunchyroll,크런치롤,Crunchyroll,콘텐츠스트리밍
kepco,한국전력,Korea Electric Power Corporation,전력·신재생
seoul-land,서울랜드,Seoul Land,크루즈·테마파크
cj-enm,CJ ENM,CJ ENM,엔터테인먼트·음반
ysl-beaute,입생로랑 뷰티,YSL Beauté,럭셔리뷰티
ping,핑,PING,골프
thermos,써모스,Thermos,주방·생활용품
colgate-palmolive,콜게이트팜올리브,Colgate-Palmolive,생활위생
gm-korea,한국GM,GM Korea,완성차
the-sharp,더샵,The Sharp,건설
sennheiser,젠하이저,Sennheiser,음향·카메라
valve,밸브,Valve,게임사
lactalis,락탈리스,Lactalis,유제품
tiffany,티파니,Tiffany & Co.,주얼리
smcp,SMCP,SMCP,컨템포러리
yeogi-eottae,여기어때,Yeogi Eottae,여행플랫폼
smirnoff,스미노프,Smirnoff,주류
coffee-bean,커피빈,The Coffee Bean & Tea Leaf,카페체인
jestina,제이에스티나,J.ESTINA,주얼리
pocky,포키,Pocky,과자·제과
bape,베이프,A Bathing Ape,디자이너·스트리트
k2-korea,케이투,K2,아웃도어
sony,소니,Sony,음향·카메라
puma,푸마,Puma,스포츠웨어
ipad,아이패드,iPad,PC·주변기기
bandai-namco,반다이남코,Bandai Namco,게임사
baidu,바이두,Baidu,검색·포털
celine,셀린느,Celine,럭셔리하우스
kayak,카약,KAYAK,여행플랫폼
sprite,스프라이트,Sprite,음료·탄산
mitsubishi-pencil,미쓰비시연필,Mitsubishi Pencil,문구·필기구
the-body-shop,더바디샵,The Body Shop,헤어·바디
pantene,팬틴,Pantene,헤어·바디
steam,스팀,Steam,게임사
waldorf-astoria,월도프 아스토리아,Waldorf Astoria,호텔·리조트
home-depot,홈디포,The Home Depot,가구·생활유통
hsbc,HSBC,HSBC Holdings,은행
air-france,에어프랑스,Air France,항공사
byd,BYD,BYD,전기차
maggi,매기,Maggi,조미료·소스
swatch,스와치,Swatch,대중시계
hera,헤라,Hera,메이크업
young-toys,영실업,Young Toys,완구·캐릭터
melon,멜론,Melon,콘텐츠스트리밍
dongwon-fnb,동원F&B,Dongwon F&B,라면·가공식품
heinz,하인즈,Heinz,조미료·소스
vanguard,뱅가드,Vanguard,자산운용
pizza-hut,피자헛,Pizza Hut,배달·프랜차이즈
fendi,펜디,Fendi,럭셔리하우스
allianz,알리안츠,Allianz,보험
lee-kum-kee,이금기,Lee Kum Kee,조미료·소스
general-motors,제너럴모터스,General Motors,완성차
naver-webtoon,네이버웹툰,NAVER WEBTOON,콘텐츠스트리밍
wilson,윌슨,Wilson,스포츠용품
rockstar-games,락스타 게임즈,Rockstar Games,게임사
fiat,피아트,Fiat,완성차
black-yak,블랙야크,Black Yak,아웃도어
nongshim,농심,Nongshim,라면·가공식품
mnet,Mnet,Mnet,방송·신문
hankook-tire,한국타이어,Hankook Tire & Technology,타이어
general-mills,제너럴밀스,General Mills,라면·가공식품
ami-paris,아미,AMI Paris,디자이너·스트리트
lays,레이즈,Lay's,과자·제과
abbott,애보트,Abbott,의료기기
galaxy,갤럭시,Samsung Galaxy,스마트폰·가전
innisfree,이니스프리,Innisfree,스킨케어
jpmorgan-chase,JP모건체이스,JPMorgan Chase,은행
corelle,코렐,Corelle,주방·생활용품
tripadvisor,트립어드바이저,Tripadvisor,여행플랫폼
helinox,헬리녹스,Helinox,아웃도어
alo-yoga,알로 요가,Alo Yoga,스포츠웨어
hertz,허츠,Hertz,모빌리티서비스
shinhan-bank,신한은행,Shinhan Bank,은행
emart-traders,트레이더스,Emart Traders,대형마트·창고형
compose-coffee,컴포즈커피,Compose Coffee,카페체인
iloom,일룸,iloom,가구·인테리어
farfetch,파페치,Farfetch,명품·패션플랫폼
qantas,콴타스항공,Qantas,항공사
seoul-milk,서울우유,Seoul Milk,유제품
lemaire,르메르,Lemaire,디자이너·스트리트
lush,러쉬,Lush,헤어·바디
ford,포드,Ford Motor,완성차
spotify,스포티파이,Spotify,콘텐츠스트리밍
fromsoftware,프롬소프트웨어,FromSoftware,게임사
oneplus,원플러스,OnePlus,스마트폰·가전
unilever,유니레버,Unilever,생활위생
chungjungone,청정원,Chungjungone,조미료·소스
miwon,미원,Miwon,조미료·소스
axa,악사,AXA,보험
ubs,UBS,UBS Group,은행
torriden,토리든,Torriden,스킨케어
supercell,슈퍼셀,Supercell,게임사
ritz-carlton,리츠칼튼,The Ritz-Carlton,호텔·리조트
malbon-golf,말본골프,Malbon Golf,골프
toss,토스,Toss,핀테크앱
mark-and-lona,마크앤로나,Mark & Lona,골프
issey-miyake,이세이 미야케,Issey Miyake,디자이너·스트리트
nonfiction,논픽션,Nonfiction,향수·니치향수
wise,와이즈,Wise,카드·결제
paradise-hotels,파라다이스호텔,Paradise Hotels & Resorts,호텔·리조트
hybe,하이브,HYBE,엔터테인먼트·음반
terra,테라,Terra,주류
mega-coffee,메가커피,Mega MGC Coffee,카페체인
royal-caribbean,로열캐리비안,Royal Caribbean,크루즈·테마파크
wera,베라,Wera,공구
delvaux,델보,Delvaux,가방·잡화
pagani,파가니,Pagani,럭셔리·슈퍼카
club-med,클럽메드,Club Med,호텔·리조트
razer,레이저,Razer,PC·주변기기
hay,헤이,HAY,가구·인테리어
bithumb,빗썸,Bithumb,암호화폐
mounjaro,마운자로,Mounjaro,제약
sono-hotels,소노호텔앤리조트,Sono Hotels & Resorts,호텔·리조트
chevron,셰브론,Chevron,석유·가스
dreamworks-animation,드림웍스,DreamWorks Animation,영화·애니메이션
danone,다논,Danone,유제품
zegna-group,제냐 그룹,Ermenegildo Zegna Group,럭셔리하우스
vespa,베스파,Vespa,이륜차
taco-bell,타코벨,Taco Bell,패스트푸드
dyson,다이슨,Dyson,스마트폰·가전
harim,하림,Harim,육가공·축산
carin,카린,CARIN,안경·아이웨어
hotels-com,호텔스닷컴,Hotels.com,여행플랫폼
nissin,닛신,Nissin Foods,라면·가공식품
la-prairie,라프레리,La Prairie,럭셔리뷰티
goodai-global,구다이글로벌,Goodai Global,스킨케어
mediheal,메디힐,Mediheal,스킨케어
shueisha,슈에이샤,Shueisha,출판
revolut,레볼루트,Revolut,은행
stonehenge,스톤헨지,Stonehenge,주얼리
hp,HP,HP Inc.,PC·주변기기
ridi,리디,RIDI,콘텐츠스트리밍
dr-martens,닥터마틴,Dr. Martens,신발
glossier,글로시에,Glossier,메이크업
cos,코스,COS,SPA·캐주얼
moleskine,몰스킨,Moleskine,문구·필기구
casio,카시오,Casio,대중시계
papa-johns,파파존스,Papa John's,배달·프랜차이즈
bridgestone,브리지스톤,Bridgestone,타이어
purina,퓨리나,Purina,반려동물
buldak,불닭볶음면,Buldak,라면·가공식품
beats,비츠,Beats by Dre,음향·카메라
big-hit-music,빅히트 뮤직,BIGHIT MUSIC,엔터테인먼트·음반
spc-samlip,SPC삼립,SPC Samlip,과자·제과
nestle,네슬레,Nestlé,라면·가공식품
miu-miu,미우미우,Miu Miu,럭셔리하우스
kbs,KBS,Korean Broadcasting System,방송·신문
dell,델,Dell Technologies,PC·주변기기
google-pixel,구글 픽셀,Google Pixel,스마트폰·가전
andersson-bell,앤더슨벨,Andersson Bell,디자이너·스트리트
framework,프레임워크 랩톱,Framework Computer,PC·주변기기
