id,name_ko,name_en,category
hennessy,헤네시,Hennessy,주류
stone-island,스톤아일랜드,Stone Island,디자이너·스트리트
andar,안다르,Andar,스포츠웨어
amorepacific,아모레퍼시픽,Amorepacific,스킨케어
coupang,쿠팡,Coupang,이커머스
ssg-com,SSG닷컴,SSG.COM,이커머스
namyang-dairy,남양유업,Namyang Dairy,유제품
alexander-mcqueen,알렉산더 맥퀸,Alexander McQueen,럭셔리하우스
citroen,시트로엥,Citroën,완성차
kakao-entertainment,카카오엔터테인먼트,Kakao Entertainment,엔터테인먼트·음반
jd-com,징둥닷컴,JD.com,이커머스
binggrae,빙그레,Binggrae,유제품
tom-ford-beauty,톰 포드 뷰티,Tom Ford Beauty,럭셔리뷰티
dongwha-pharm,동화약품,Dongwha Pharm,일반의약품·소비자헬스
monami,모나미,Monami,문구·필기구
churchs,처치스,Church's,신발
shinsegae-department-store,신세계백화점,Shinsegae Department Store,백화점
vacheron-constantin,바쉐론 콘스탄틴,Vacheron Constantin,하이엔드시계
cartier,까르띠에,Cartier,주얼리
our-legacy,아워레가시,Our Legacy,디자이너·스트리트
speedo,스피도,Speedo,스포츠용품
kakaopay,카카오페이,Kakao Pay,카드·결제
lindt,린트,Lindt & Sprüngli,과자·제과
coinbase,코인베이스,Coinbase,암호화폐
kleenex,크리넥스,Kleenex,생활위생
gs-caltex,GS칼텍스,GS Caltex,석유·가스
chopard,쇼파드,Chopard,주얼리
taj-hotels,타지 호텔,Taj Hotels,호텔·리조트
jollibee,졸리비,Jollibee Foods,패스트푸드
chewy,츄이,Chewy,반려동물
tefal,테팔,Tefal,주방·생활용품
toyoko-inn,토요코인,Toyoko Inn,호텔·리조트
maje,마쥬,Maje,컨템포러리
bacardi,바카디,Bacardi,주류
shinsegae-international,신세계인터내셔날,Shinsegae International,컨템포러리
etsy,엣시,Etsy,이커머스
omega,오메가,Omega,하이엔드시계
prada-group,프라다 그룹,Prada Group,럭셔리하우스
novartis,노바티스,Novartis,제약
gmarket,G마켓,Gmarket,이커머스
cosrx,코스알엑스,COSRX,스킨케어
salomon,살로몬,Salomon,아웃도어
umbro,엄브로,Umbro,스포츠웨어
cadbury,캐드버리,Cadbury,과자·제과
shilla-stay,신라스테이,Shilla Stay,호텔·리조트
verizon,버라이즌,Verizon,통신사
hasbro,해즈브로,Hasbro,완구·캐릭터
kg-mobility,KG모빌리티,KG Mobility,완성차
wacom,와콤,Wacom,PC·주변기기
juun-j,준지,Juun.J,디자이너·스트리트
grand-seiko,그랜드 세이코,Grand Seiko,하이엔드시계
citi,씨티,Citigroup,은행
tokyo-disney-resort,도쿄 디즈니 리조트,Tokyo Disney Resort,크루즈·테마파크
gong-cha,공차,Gong cha,카페체인
stanley-black-decker,스탠리블랙앤데커,Stanley Black & Decker,공구
tencent,텐센트,Tencent,게임사
gatorade,게토레이,Gatorade,음료·탄산
toblerone,토블론,Toblerone,과자·제과
mms,엠앤엠즈,M&M's,과자·제과
mercedes-benz-group,메르세데스-벤츠 그룹,Mercedes-Benz Group,완성차
banana-republic,바나나 리퍼블릭,Banana Republic,SPA·캐주얼
ssense,센스,SSENSE,명품·패션플랫폼
wendys,웬디스,Wendy's,패스트푸드
bbc,BBC,British Broadcasting Corporation,방송·신문
barclays,바클레이즈,Barclays,은행
cj-cheiljedang,CJ제일제당,CJ CheilJedang,라면·가공식품
bbq,BBQ,Genesis BBQ,배달·프랜차이즈
acushnet,아쿠쉬네트,Acushnet,골프
absolut,앱솔루트,Absolut Vodka,주류
perplexity,퍼플렉시티,Perplexity,AI
twosome-place,투썸플레이스,A Twosome Place,카페체인
jacquemus,자크뮈스,Jacquemus,디자이너·스트리트
skims,스킴스,Skims,언더웨어·라운지
