id,name_ko,name_en,aliases,country,sector,category,brand_type,parent,parent_name,tier,b2b
android,안드로이드,Android,,US,인터넷·플랫폼·게임,검색·포털,product,google,Google,mega,0
baidu,바이두,Baidu,,CN,인터넷·플랫폼·게임,검색·포털,both,,,major,0
bing,빙,Microsoft Bing,Bing,US,인터넷·플랫폼·게임,검색·포털,product,microsoft,Microsoft,major,0
daum,다음,Daum,,KR,인터넷·플랫폼·게임,검색·포털,product,,,major,0
google,구글,Google,,US,인터넷·플랫폼·게임,검색·포털,both,alphabet,Alphabet,mega,0
naver,네이버,NAVER,NAVER|naver,KR,인터넷·플랫폼·게임,검색·포털,both,,,major,0
yahoo,야후,Yahoo,,US,인터넷·플랫폼·게임,검색·포털,both,,,major,0
bandai-namco,반다이남코,Bandai Namco,,JP,인터넷·플랫폼·게임,게임사,both,,,major,0
blizzard,블리자드,Blizzard Entertainment,블리자드 엔터테인먼트,US,인터넷·플랫폼·게임,게임사,both,microsoft,Microsoft,major,0
capcom,캡콤,Capcom,,JP,인터넷·플랫폼·게임,게임사,both,,,major,0
cd-projekt,CD 프로젝트,CD Projekt,CDPR|사이버펑크,PL,인터넷·플랫폼·게임,게임사,both,,,niche,0
devsisters,데브시스터즈,Devsisters,쿠키런,KR,인터넷·플랫폼·게임,게임사,both,,,niche,0
electronic-arts,EA,Electronic Arts,일렉트로닉 아츠,US,인터넷·플랫폼·게임,게임사,both,,,major,0
epic-games,에픽게임즈,Epic Games,포트나이트|Fortnite,US,인터넷·플랫폼·게임,게임사,both,,,major,0
fromsoftware,프롬소프트웨어,FromSoftware,프롬,JP,인터넷·플랫폼·게임,게임사,both,kadokawa,Kadokawa,niche,0
kakao-games,카카오게임즈,Kakao Games,,KR,인터넷·플랫폼·게임,게임사,both,kakao,Kakao,major,0
konami,코나미,Konami,,JP,인터넷·플랫폼·게임,게임사,both,,,major,0
krafton,크래프톤,KRAFTON,,KR,인터넷·플랫폼·게임,게임사,both,,,major,0
mihoyo,미호요,miHoYo,호요버스|HoYoverse|원신,CN,인터넷·플랫폼·게임,게임사,both,,,major,0
minecraft,마인크래프트,Minecraft,마크,SE,인터넷·플랫폼·게임,게임사,product,microsoft,Microsoft,mega,0
ncsoft,엔씨소프트,NCSOFT,엔씨|NC,KR,인터넷·플랫폼·게임,게임사,both,,,major,0
neowiz,네오위즈,NEOWIZ,,KR,인터넷·플랫폼·게임,게임사,both,,,niche,0
netease,넷이즈,NetEase,,CN,인터넷·플랫폼·게임,게임사,both,,,major,0
netmarble,넷마블,Netmarble,,KR,인터넷·플랫폼·게임,게임사,both,,,major,0
nexon,넥슨,NEXON,,KR,인터넷·플랫폼·게임,게임사,both,,,major,0
nintendo,닌텐도,Nintendo,,JP,인터넷·플랫폼·게임,게임사,both,,,mega,0
pearl-abyss,펄어비스,Pearl Abyss,검은사막,KR,인터넷·플랫폼·게임,게임사,both,,,niche,0
playstation,플레이스테이션,PlayStation,플스|PS5,JP,인터넷·플랫폼·게임,게임사,product,sony,Sony,mega,0
pubg,배틀그라운드,PUBG: Battlegrounds,배그|PUBG,KR,인터넷·플랫폼·게임,게임사,product,krafton,KRAFTON,major,0
riot-games,라이엇 게임즈,Riot Games,라이엇|롤|League of Legends,US,인터넷·플랫폼·게임,게임사,both,tencent,Tencent,major,0
roblox,로블록스,Roblox,,US,인터넷·플랫폼·게임,게임사,both,,,major,0
rockstar-games,락스타 게임즈,Rockstar Games,락스타|GTA,US,인터넷·플랫폼·게임,게임사,both,take-two,Take-Two Interactive,major,0
sega,세가,SEGA,,JP,인터넷·플랫폼·게임,게임사,both,,,major,0
shift-up,시프트업,SHIFT UP,,KR,인터넷·플랫폼·게임,게임사,both,,,niche,0
smilegate,스마일게이트,Smilegate,로스트아크,KR,인터넷·플랫폼·게임,게임사,both,,,major,0
square-enix,스퀘어 에닉스,Square Enix,,JP,인터넷·플랫폼·게임,게임사,both,,,major,0
steam,스팀,Steam,,US,인터넷·플랫폼·게임,게임사,product,valve,Valve,mega,0
supercell,슈퍼셀,Supercell,클래시 오브 클랜,FI,인터넷·플랫폼·게임,게임사,both,tencent,Tencent,niche,0
take-two,테이크투,Take-Two Interactive,,US,인터넷·플랫폼·게임,게임사,corporate,,,major,0
tencent,텐센트,Tencent,,CN,인터넷·플랫폼·게임,게임사,corporate,,,mega,0
ubisoft,유비소프트,Ubisoft,,FR,인터넷·플랫폼·게임,게임사,both,,,major,0
valve,밸브,Valve,,US,인터넷·플랫폼·게임,게임사,both,,,major,0
xbox,엑스박스,Xbox,,US,인터넷·플랫폼·게임,게임사,product,microsoft,Microsoft,mega,0
daangn,당근,Daangn,당근마켓|Karrot,KR,인터넷·플랫폼·게임,공유경제·O2O,both,,,major,0
soomgo,숨고,Soomgo,숨은고수,KR,인터넷·플랫폼·게임,공유경제·O2O,both,,,niche,0
zigbang,직방,Zigbang,,KR,인터넷·플랫폼·게임,공유경제·O2O,both,,,niche,0
chzzk,치지직,CHZZK,,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,product,naver,NAVER,niche,0
coupang-play,쿠팡플레이,Coupang Play,,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,product,coupang,Coupang,major,0
crunchyroll,크런치롤,Crunchyroll,,US,인터넷·플랫폼·게임,콘텐츠스트리밍,product,sony,Sony,niche,0
disney-plus,디즈니플러스,Disney+,디즈니+,US,인터넷·플랫폼·게임,콘텐츠스트리밍,product,disney,The Walt Disney Company,mega,0
genie-music,지니뮤직,Genie Music,지니,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,both,kt,KT,niche,0
hbo-max,HBO 맥스,HBO Max,Max|HBO,US,인터넷·플랫폼·게임,콘텐츠스트리밍,product,,,major,0
kakao-page,카카오페이지,KakaoPage,,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,product,kakao-entertainment,Kakao Entertainment,major,0
melon,멜론,Melon,,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,product,kakao,Kakao,major,0
naver-webtoon,네이버웹툰,NAVER WEBTOON,웹툰|WEBTOON,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,product,naver,NAVER,major,0
netflix,넷플릭스,Netflix,넷플,US,인터넷·플랫폼·게임,콘텐츠스트리밍,both,,,mega,0
prime-video,프라임 비디오,Prime Video,아마존 프라임 비디오,US,인터넷·플랫폼·게임,콘텐츠스트리밍,product,amazon,Amazon,major,0
ridi,리디,RIDI,리디북스,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,both,,,niche,0
soop,SOOP,SOOP,숲|아프리카TV|AfreecaTV,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,both,,,major,0
spotify,스포티파이,Spotify,,SE,인터넷·플랫폼·게임,콘텐츠스트리밍,both,,,mega,0
tving,티빙,TVING,,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,product,cj-enm,CJ ENM,major,0
twitch,트위치,Twitch,,US,인터넷·플랫폼·게임,콘텐츠스트리밍,product,amazon,Amazon,major,0
watcha,왓챠,WATCHA,왓챠피디아,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,both,,,niche,0
wavve,웨이브,wavve,,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,product,,,major,0
youtube,유튜브,YouTube,유튭,US,인터넷·플랫폼·게임,콘텐츠스트리밍,product,alphabet,Alphabet,mega,0
naver-pay,네이버페이,Naver Pay,네이버파이낸셜,KR,인터넷·플랫폼·게임,핀테크앱,product,naver,NAVER,major,0
toss,토스,Toss,비바리퍼블리카|Viva Republica,KR,인터넷·플랫폼·게임,핀테크앱,both,,,major,0
alpine,알핀,Alpine,알피느,FR,자동차·모빌리티,럭셔리·슈퍼카,product,renault-group,Renault Group,niche,0
aston-martin,애스턴마틴,Aston Martin,,GB,자동차·모빌리티,럭셔리·슈퍼카,both,,,major,0
bentley,벤틀리,Bentley Motors,,GB,자동차·모빌리티,럭셔리·슈퍼카,both,volkswagen-group,Volkswagen Group,major,0
bugatti,부가티,Bugatti,,FR,자동차·모빌리티,럭셔리·슈퍼카,both,,,major,0
ferrari,페라리,Ferrari,,IT,자동차·모빌리티,럭셔리·슈퍼카,both,,,mega,0
koenigsegg,코닉세그,Koenigsegg,쾨니그세그,SE,자동차·모빌리티,럭셔리·슈퍼카,both,,,niche,0
