id,name_ko,name_en,aliases,country,sector,category,brand_type,parent,parent_name,tier,b2b
millet,밀레,Millet,,FR,스포츠·아웃도어,아웃도어,both,,,niche,0
montbell,몽벨,Montbell,,JP,스포츠·아웃도어,아웃도어,both,,,niche,0
national-geographic-apparel,내셔널지오그래픽,National Geographic Apparel,내셔널지오그래픽 어패럴,KR,스포츠·아웃도어,아웃도어,product,,,niche,0
nepa,네파,NEPA,,KR,스포츠·아웃도어,아웃도어,both,,,major,0
patagonia,파타고니아,Patagonia,,US,스포츠·아웃도어,아웃도어,both,,,major,0
peak-performance,피크퍼포먼스,Peak Performance,,SE,스포츠·아웃도어,아웃도어,product,amer-sports,Amer Sports,niche,0
salomon,살로몬,Salomon,,FR,스포츠·아웃도어,아웃도어,product,amer-sports,Amer Sports,major,0
snow-peak,스노우피크,Snow Peak,,JP,스포츠·아웃도어,아웃도어,both,,,niche,0
the-north-face,노스페이스,The North Face,TNF,US,스포츠·아웃도어,아웃도어,product,vf-corp,VF Corporation,mega,0
vf-corp,VF 코퍼레이션,VF Corporation,VF Corp,US,스포츠·아웃도어,아웃도어,corporate,,,major,0
casio,카시오,Casio,,JP,시계·주얼리,대중시계,both,,,major,0
citizen,시티즌,Citizen,,JP,시계·주얼리,대중시계,both,,,major,0
daniel-wellington,다니엘 웰링턴,Daniel Wellington,DW,SE,시계·주얼리,대중시계,both,,,niche,0
fossil,파슬,Fossil,,US,시계·주얼리,대중시계,both,,,major,0
g-shock,지샥,G-SHOCK,G샥|지쇼크,JP,시계·주얼리,대중시계,product,casio,Casio,major,0
hamilton,해밀턴,Hamilton,,US,시계·주얼리,대중시계,product,swatch-group,The Swatch Group,major,0
mido,미도,Mido,,CH,시계·주얼리,대중시계,product,swatch-group,The Swatch Group,niche,0
rado,라도,Rado,,CH,시계·주얼리,대중시계,product,swatch-group,The Swatch Group,niche,0
seiko,세이코,Seiko,,JP,시계·주얼리,대중시계,both,,,major,0
swatch,스와치,Swatch,,CH,시계·주얼리,대중시계,product,swatch-group,The Swatch Group,major,0
swatch-group,스와치 그룹,The Swatch Group,Swatch Group,CH,시계·주얼리,대중시계,corporate,,,major,0
tissot,티쏘,Tissot,,CH,시계·주얼리,대중시계,product,swatch-group,The Swatch Group,major,0
apm-monaco,에이피엠 모나코,APM Monaco,APM,MC,시계·주얼리,주얼리,both,,,niche,0
boucheron,부쉐론,Boucheron,,FR,시계·주얼리,주얼리,product,kering,Kering,major,0
buccellati,부첼라티,Buccellati,,IT,시계·주얼리,주얼리,product,richemont,Compagnie Financière Richemont,niche,0
bulgari,불가리,Bulgari,BVLGARI,IT,시계·주얼리,주얼리,product,lvmh,LVMH Moët Hennessy Louis Vuitton,mega,0
cartier,까르띠에,Cartier,카르티에,FR,시계·주얼리,주얼리,product,richemont,Compagnie Financière Richemont,mega,0
chaumet,쇼메,Chaumet,,FR,시계·주얼리,주얼리,product,lvmh,LVMH Moët Hennessy Louis Vuitton,major,0
chopard,쇼파드,Chopard,,CH,시계·주얼리,주얼리,both,,,major,0
chow-tai-fook,주대복,Chow Tai Fook,저우다푸,HK,시계·주얼리,주얼리,both,,,major,0
didier-dubot,디디에 두보,Didier Dubot,,KR,시계·주얼리,주얼리,both,,,niche,0
fred,프레드,Fred,FRED,FR,시계·주얼리,주얼리,product,lvmh,LVMH Moët Hennessy Louis Vuitton,niche,0
goldendew,골든듀,Goldendew,,KR,시계·주얼리,주얼리,both,,,niche,0
graff,그라프,Graff,,GB,시계·주얼리,주얼리,both,,,niche,0
harry-winston,해리 윈스턴,Harry Winston,,US,시계·주얼리,주얼리,product,swatch-group,The Swatch Group,major,0
jestina,제이에스티나,J.ESTINA,,KR,시계·주얼리,주얼리,both,,,major,0
messika,메시카,Messika,,FR,시계·주얼리,주얼리,both,,,niche,0
mikimoto,미키모토,Mikimoto,,JP,시계·주얼리,주얼리,both,,,niche,0
pandora,판도라,Pandora,,DK,시계·주얼리,주얼리,both,,,major,0
pomellato,포멜라토,Pomellato,,IT,시계·주얼리,주얼리,product,kering,Kering,niche,0
qeelin,키린,Qeelin,,HK,시계·주얼리,주얼리,product,kering,Kering,niche,0
richemont,리치몬트,Compagnie Financière Richemont,Richemont,CH,시계·주얼리,주얼리,corporate,,,major,0
stonehenge,스톤헨지,Stonehenge,,KR,시계·주얼리,주얼리,both,,,niche,0
swarovski,스와로브스키,Swarovski,,AT,시계·주얼리,주얼리,both,,,major,0
tiffany,티파니,Tiffany & Co.,티파니앤코,US,시계·주얼리,주얼리,product,lvmh,LVMH Moët Hennessy Louis Vuitton,mega,0
van-cleef-arpels,반클리프 아펠,Van Cleef & Arpels,반클리프|VCA,FR,시계·주얼리,주얼리,product,richemont,Compagnie Financière Richemont,major,0
a-lange-sohne,랑에 운트 죄네,A. Lange & Söhne,랑에|A. Lange & Sohne,DE,시계·주얼리,하이엔드시계,product,richemont,Compagnie Financière Richemont,niche,0
audemars-piguet,오데마 피게,Audemars Piguet,AP|오데마피게,CH,시계·주얼리,하이엔드시계,both,,,major,0
blancpain,블랑팡,Blancpain,,CH,시계·주얼리,하이엔드시계,product,swatch-group,The Swatch Group,niche,0
breguet,브레게,Breguet,,CH,시계·주얼리,하이엔드시계,product,swatch-group,The Swatch Group,niche,0
breitling,브라이틀링,Breitling,,CH,시계·주얼리,하이엔드시계,both,,,major,0
grand-seiko,그랜드 세이코,Grand Seiko,,JP,시계·주얼리,하이엔드시계,product,seiko,Seiko,niche,0
hublot,위블로,Hublot,,CH,시계·주얼리,하이엔드시계,product,lvmh,LVMH Moët Hennessy Louis Vuitton,major,0
iwc,IWC,IWC Schaffhausen,아이더블유씨,CH,시계·주얼리,하이엔드시계,product,richemont,Compagnie Financière Richemont,major,0
jaeger-lecoultre,예거 르쿨트르,Jaeger-LeCoultre,예거|JLC,CH,시계·주얼리,하이엔드시계,product,richemont,Compagnie Financière Richemont,major,0
longines,론진,Longines,,CH,시계·주얼리,하이엔드시계,product,swatch-group,The Swatch Group,major,0
nomos-glashutte,노모스,NOMOS Glashütte,노모스 글라슈테,DE,시계·주얼리,하이엔드시계,both,,,niche,0
omega,오메가,Omega,,CH,시계·주얼리,하이엔드시계,product,swatch-group,The Swatch Group,mega,0
panerai,파네라이,Panerai,,IT,시계·주얼리,하이엔드시계,product,richemont,Compagnie Financière Richemont,major,0
