id,name_ko,name_en,aliases,country,sector,category,brand_type,parent,parent_name,tier,b2b
sulwhasoo,설화수,Sulwhasoo,,KR,뷰티·퍼스널케어,럭셔리뷰티,product,amorepacific,Amorepacific,major,0
the-whoo,후,The History of Whoo,더 히스토리 오브 후|더후,KR,뷰티·퍼스널케어,럭셔리뷰티,product,lg-hh,LG H&H,major,0
tom-ford-beauty,톰 포드 뷰티,Tom Ford Beauty,톰포드 뷰티,US,뷰티·퍼스널케어,럭셔리뷰티,product,estee-lauder,The Estée Lauder Companies,major,0
ysl-beaute,입생로랑 뷰티,YSL Beauté,입생로랑|YSL Beauty,FR,뷰티·퍼스널케어,럭셔리뷰티,product,loreal,L'Oréal,major,0
3ce,쓰리씨이,3CE,3 Concept Eyes|스타일난다,KR,뷰티·퍼스널케어,메이크업,product,loreal,L'Oréal,niche,0
bobbi-brown,바비 브라운,Bobbi Brown,바비브라운,US,뷰티·퍼스널케어,메이크업,product,estee-lauder,The Estée Lauder Companies,major,0
charlotte-tilbury,샬롯 틸버리,Charlotte Tilbury,샬롯틸버리,GB,뷰티·퍼스널케어,메이크업,product,puig,Puig,niche,0
etude,에뛰드,Etude,에뛰드하우스,KR,뷰티·퍼스널케어,메이크업,product,amorepacific,Amorepacific,major,0
fenty-beauty,펜티 뷰티,Fenty Beauty,펜티뷰티,US,뷰티·퍼스널케어,메이크업,product,lvmh,LVMH Moët Hennessy Louis Vuitton,major,0
glossier,글로시에,Glossier,,US,뷰티·퍼스널케어,메이크업,both,,,niche,0
hera,헤라,Hera,,KR,뷰티·퍼스널케어,메이크업,product,amorepacific,Amorepacific,major,0
loreal-paris,로레알 파리,L'Oréal Paris,,FR,뷰티·퍼스널케어,메이크업,product,loreal,L'Oréal,mega,0
mac-cosmetics,맥,MAC Cosmetics,M·A·C|맥 코스메틱,CA,뷰티·퍼스널케어,메이크업,product,estee-lauder,The Estée Lauder Companies,major,0
maybelline,메이블린,Maybelline New York,메이블린 뉴욕,US,뷰티·퍼스널케어,메이크업,product,loreal,L'Oréal,mega,0
nars,나스,NARS Cosmetics,NARS,US,뷰티·퍼스널케어,메이크업,product,shiseido,Shiseido,major,0
rare-beauty,레어 뷰티,Rare Beauty,레어뷰티,US,뷰티·퍼스널케어,메이크업,both,,,niche,0
romand,롬앤,rom&nd,롬엔,KR,뷰티·퍼스널케어,메이크업,product,,,niche,0
chicor,시코르,Chicor,,KR,뷰티·퍼스널케어,뷰티편집숍,product,shinsegae-group,Shinsegae Group,niche,0
olive-young,올리브영,CJ Olive Young,올영,KR,뷰티·퍼스널케어,뷰티편집숍,both,cj-group,CJ Group,major,0
sephora,세포라,Sephora,,FR,뷰티·퍼스널케어,뷰티편집숍,both,lvmh,LVMH Moët Hennessy Louis Vuitton,mega,0
ulta-beauty,얼타 뷰티,Ulta Beauty,,US,뷰티·퍼스널케어,뷰티편집숍,both,,,major,0
colgate-palmolive,콜게이트팜올리브,Colgate-Palmolive,콜게이트,US,뷰티·퍼스널케어,생활위생,both,,,mega,0
dettol,데톨,Dettol,,GB,뷰티·퍼스널케어,생활위생,product,reckitt,Reckitt,major,0
durex,듀렉스,Durex,,GB,뷰티·퍼스널케어,생활위생,product,reckitt,Reckitt,major,0
gillette,질레트,Gillette,,US,뷰티·퍼스널케어,생활위생,product,pg,Procter & Gamble,mega,0
kao,카오,Kao,화왕,JP,뷰티·퍼스널케어,생활위생,corporate,,,major,0
kimberly-clark,킴벌리클라크,Kimberly-Clark,,US,뷰티·퍼스널케어,생활위생,corporate,,,major,0
kleenex,크리넥스,Kleenex,,US,뷰티·퍼스널케어,생활위생,product,kimberly-clark,Kimberly-Clark,mega,0
pampers,팸퍼스,Pampers,,US,뷰티·퍼스널케어,생활위생,product,pg,Procter & Gamble,mega,0
pg,P&G,Procter & Gamble,피앤지|프록터 앤드 갬블|한국P&G,US,뷰티·퍼스널케어,생활위생,corporate,,,mega,0
reckitt,레킷,Reckitt,레킷벤키저|Reckitt Benckiser,GB,뷰티·퍼스널케어,생활위생,corporate,,,major,0
unilever,유니레버,Unilever,,GB,뷰티·퍼스널케어,생활위생,corporate,,,mega,0
yuhan-kimberly,유한킴벌리,Yuhan-Kimberly,,KR,뷰티·퍼스널케어,생활위생,corporate,,,major,0
aesop,이솝,Aesop,,AU,뷰티·퍼스널케어,스킨케어,product,loreal,L'Oréal,niche,0
amorepacific,아모레퍼시픽,Amorepacific,아모레|아모레퍼시픽그룹,KR,뷰티·퍼스널케어,스킨케어,corporate,,,major,0
anua,아누아,Anua,,KR,뷰티·퍼스널케어,스킨케어,product,,,niche,0
apr,에이피알,APR,,KR,뷰티·퍼스널케어,스킨케어,corporate,,,major,0
beauty-of-joseon,조선미녀,Beauty of Joseon,,KR,뷰티·퍼스널케어,스킨케어,product,goodai-global,Goodai Global,niche,0
beiersdorf,바이어스도르프,Beiersdorf,,DE,뷰티·퍼스널케어,스킨케어,corporate,,,major,0
biore,비오레,Bioré,Biore,JP,뷰티·퍼스널케어,스킨케어,product,kao,Kao,major,0
cerave,세라비,CeraVe,,US,뷰티·퍼스널케어,스킨케어,product,loreal,L'Oréal,major,0
cetaphil,세타필,Cetaphil,,CA,뷰티·퍼스널케어,스킨케어,product,galderma,Galderma,major,0
clinique,크리니크,Clinique,,US,뷰티·퍼스널케어,스킨케어,product,estee-lauder,The Estée Lauder Companies,major,0
cosmax,코스맥스,Cosmax,,KR,뷰티·퍼스널케어,스킨케어,corporate,,,major,1
cosrx,코스알엑스,COSRX,,KR,뷰티·퍼스널케어,스킨케어,product,amorepacific,Amorepacific,major,0
dr-jart,닥터자르트,Dr.Jart+,Dr. Jart,KR,뷰티·퍼스널케어,스킨케어,product,estee-lauder,The Estée Lauder Companies,major,0
goodai-global,구다이글로벌,Goodai Global,,KR,뷰티·퍼스널케어,스킨케어,corporate,,,niche,0
innisfree,이니스프리,Innisfree,,KR,뷰티·퍼스널케어,스킨케어,product,amorepacific,Amorepacific,major,0
kiehls,키엘,Kiehl's,Kiehls,US,뷰티·퍼스널케어,스킨케어,product,loreal,L'Oréal,major,0
kolmar-korea,한국콜마,Kolmar Korea,콜마,KR,뷰티·퍼스널케어,스킨케어,corporate,,,major,1
la-roche-posay,라로슈포제,La Roche-Posay,라로슈 포제,FR,뷰티·퍼스널케어,스킨케어,product,loreal,L'Oréal,major,0
laneige,라네즈,Laneige,,KR,뷰티·퍼스널케어,스킨케어,product,amorepacific,Amorepacific,major,0
lg-hh,LG생활건강,LG H&H,엘지생활건강|LG Household & Health Care,KR,뷰티·퍼스널케어,스킨케어,corporate,lg-group,LG Group,major,0
loreal,로레알,L'Oréal,로레알 그룹|L'Oreal,FR,뷰티·퍼스널케어,스킨케어,corporate,,,mega,0
medicube,메디큐브,Medicube,,KR,뷰티·퍼스널케어,스킨케어,product,apr,APR,major,0
mediheal,메디힐,Mediheal,,KR,뷰티·퍼스널케어,스킨케어,both,,,major,0
neutrogena,뉴트로지나,Neutrogena,,US,뷰티·퍼스널케어,스킨케어,product,kenvue,Kenvue,major,0
nivea,니베아,Nivea,,DE,뷰티·퍼스널케어,스킨케어,product,beiersdorf,Beiersdorf,mega,0
round-lab,라운드랩,Round Lab,,KR,뷰티·퍼스널케어,스킨케어,both,,,niche,0
shiseido,시세이도,Shiseido,자생당,JP,뷰티·퍼스널케어,스킨케어,both,,,mega,0
the-face-shop,더페이스샵,The Face Shop,페이스샵,KR,뷰티·퍼스널케어,스킨케어,product,lg-hh,LG H&H,major,0
