id,name_ko,name_en,aliases,country,sector,category,brand_type,parent,parent_name,tier,b2b
db-group,DB그룹,DB Group,동부그룹|DB,KR,기업집단,한국재벌,corporate,,,major,0
dl-group,DL그룹,DL Group,대림그룹|대림|DL,KR,기업집단,한국재벌,corporate,,,major,1
dongwon-group,동원그룹,Dongwon Group,동원,KR,기업집단,한국재벌,corporate,,,major,0
doosan-group,두산그룹,Doosan Group,두산,KR,기업집단,한국재벌,corporate,,,major,1
eland-group,이랜드그룹,E-Land Group,이랜드|E-LAND,KR,기업집단,한국재벌,corporate,,,major,0
gs-group,GS그룹,GS Group,GS,KR,기업집단,한국재벌,corporate,,,major,0
hanjin-group,한진그룹,Hanjin Group,한진,KR,기업집단,한국재벌,corporate,,,major,0
hankook-group,한국앤컴퍼니그룹,Hankook & Company Group,한국타이어그룹|한국앤컴퍼니,KR,기업집단,한국재벌,corporate,,,major,0
hansol-group,한솔그룹,Hansol Group,한솔,KR,기업집단,한국재벌,corporate,,,niche,1
hanwha-group,한화그룹,Hanwha Group,한화,KR,기업집단,한국재벌,corporate,,,major,1
harim-group,하림그룹,Harim Group,하림,KR,기업집단,한국재벌,corporate,,,major,0
hd-hyundai,HD현대,HD Hyundai,현대중공업그룹|HD현대그룹,KR,기업집단,한국재벌,corporate,,,major,1
hdc-group,HDC그룹,HDC Group,HDC|현대산업개발그룹,KR,기업집단,한국재벌,corporate,,,major,1
hoban-group,호반그룹,Hoban Group,호반,KR,기업집단,한국재벌,corporate,,,niche,0
hyosung-group,효성그룹,Hyosung Group,효성,KR,기업집단,한국재벌,corporate,,,major,1
hyundai-department-store-group,현대백화점그룹,Hyundai Department Store Group,현대백화점,KR,기업집단,한국재벌,corporate,,,major,0
hyundai-motor-group,현대자동차그룹,Hyundai Motor Group,현대차그룹|HMG,KR,기업집단,한국재벌,corporate,,,mega,0
jungheung-group,중흥그룹,Jungheung Group,중흥,KR,기업집단,한국재벌,corporate,,,niche,0
kcc-group,KCC그룹,KCC Group,KCC,KR,기업집단,한국재벌,corporate,,,major,1
kolon-group,코오롱그룹,Kolon Group,코오롱,KR,기업집단,한국재벌,corporate,,,major,0
korea-investment-group,한국투자금융그룹,Korea Investment Holdings,한국투자|한투,KR,기업집단,한국재벌,corporate,,,major,0
kt-group,KT그룹,KT Group,KT,KR,기업집단,한국재벌,corporate,,,major,0
kumho-asiana-group,금호아시아나그룹,Kumho Asiana Group,금호그룹|금호,KR,기업집단,한국재벌,corporate,,,major,0
kyobo-group,교보그룹,Kyobo Group,교보,KR,기업집단,한국재벌,corporate,,,major,0
lg-group,LG그룹,LG Group,LG|엘지,KR,기업집단,한국재벌,corporate,,,mega,0
lotte-group,롯데그룹,Lotte Group,롯데,KR,기업집단,한국재벌,corporate,,,major,0
ls-group,LS그룹,LS Group,LS,KR,기업집단,한국재벌,corporate,,,major,1
lx-group,LX그룹,LX Group,LX,KR,기업집단,한국재벌,corporate,,,major,1
mirae-asset-group,미래에셋그룹,Mirae Asset Group,미래에셋,KR,기업집단,한국재벌,corporate,,,major,0
nonghyup,농협,NongHyup,NH|농협중앙회|NH농협,KR,기업집단,한국재벌,corporate,,,major,0
oci-group,OCI그룹,OCI Group,OCI,KR,기업집단,한국재벌,corporate,,,niche,1
paradise-group,파라다이스그룹,Paradise Group,파라다이스,KR,기업집단,한국재벌,corporate,,,major,0
posco-group,포스코그룹,POSCO Group,포스코|POSCO,KR,기업집단,한국재벌,corporate,,,major,1
samsung-group,삼성그룹,Samsung Group,삼성,KR,기업집단,한국재벌,corporate,,,mega,0
samyang-group,삼양그룹,Samyang Group,삼양,KR,기업집단,한국재벌,corporate,,,niche,1
seah-group,세아그룹,SeAH Group,세아,KR,기업집단,한국재벌,corporate,,,niche,1
shinsegae-group,신세계그룹,Shinsegae Group,신세계,KR,기업집단,한국재벌,corporate,,,major,0
sk-group,SK그룹,SK Group,SK|에스케이,KR,기업집단,한국재벌,corporate,,,major,0
sono-group,소노그룹,Sono Group,대명소노그룹|대명그룹|소노인터내셔널,KR,기업집단,한국재벌,corporate,,,major,0
taekwang-group,태광그룹,Taekwang Group,태광,KR,기업집단,한국재벌,corporate,,,niche,0
youngpoong-group,영풍그룹,Young Poong Group,영풍,KR,기업집단,한국재벌,corporate,,,niche,1
3m,3M,3M,쓰리엠|Minnesota Mining and Manufacturing,US,기업집단,해외복합기업,both,,,mega,0
adani-group,아다니그룹,Adani Group,아다니|Adani,IN,기업집단,해외복합기업,corporate,,,major,1
aditya-birla-group,아디티야 비를라 그룹,Aditya Birla Group,비를라,IN,기업집단,해외복합기업,corporate,,,niche,1
ayala-corporation,아얄라그룹,Ayala Corporation,아얄라|Ayala,PH,기업집단,해외복합기업,corporate,,,niche,1
berkshire-hathaway,버크셔 해서웨이,Berkshire Hathaway,버크셔|BRK,US,기업집단,해외복합기업,corporate,,,mega,1
bollore,볼로레,Bolloré,볼로레그룹|Bollore,FR,기업집단,해외복합기업,corporate,,,niche,1
citic-group,CITIC그룹,CITIC Group,중신그룹|中信,CN,기업집단,해외복합기업,corporate,,,major,1
ck-hutchison,CK허치슨,CK Hutchison,허치슨|CK Hutchison Holdings,HK,기업집단,해외복합기업,corporate,,,major,1
fosun-group,푸싱그룹,Fosun International,복성그룹|Fosun,CN,기업집단,해외복합기업,corporate,,,niche,1
general-electric,GE,General Electric,제너럴 일렉트릭|GE에어로스페이스|GE Aerospace,US,기업집단,해외복합기업,both,,,mega,1
hitachi,히타치,Hitachi,日立,JP,기업집단,해외복합기업,both,,,mega,1
honeywell,하니웰,Honeywell,,US,기업집단,해외복합기업,both,,,major,1
investor-ab,인베스터 AB,Investor AB,발렌베리그룹|Wallenberg,SE,기업집단,해외복합기업,corporate,,,niche,1
jardine-matheson,자딘 매디슨,Jardine Matheson,자딘|Jardines,HK,기업집단,해외복합기업,corporate,,,major,1
koc-holding,코치그룹,Koç Holding,코치홀딩|Koc,TR,기업집단,해외복합기업,corporate,,,niche,1
mahindra-group,마힌드라그룹,Mahindra Group,마힌드라|Mahindra,IN,기업집단,해외복합기업,corporate,,,major,0
mitsubishi-group,미쓰비시그룹,Mitsubishi Group,미쓰비시|三菱,JP,기업집단,해외복합기업,corporate,,,mega,1
mitsui-group,미쓰이그룹,Mitsui Group,미쓰이|三井,JP,기업집단,해외복합기업,corporate,,,major,1
reliance,릴라이언스,Reliance Industries,릴라이언스 인더스트리|Reliance,IN,기업집단,해외복합기업,corporate,,,major,0
siemens,지멘스,Siemens,Siemens AG,DE,기업집단,해외복합기업,both,,,mega,1
softbank-group,소프트뱅크그룹,SoftBank Group,소프트뱅크|SoftBank,JP,기업집단,해외복합기업,corporate,,,mega,1
sumitomo-group,스미토모그룹,Sumitomo Group,스미토모|住友,JP,기업집단,해외복합기업,corporate,,,major,1
